words,char,value
Phallaceae,10,64
phallaceous,11,113
Phallales,9,86
phallalgia,10,79
phallaneurysm,13,165
phallephoric,12,123
phallic,7,61
phallical,9,74
phallicism,10,102
phallicist,10,109
phallin,7,72
phallism,8,90
phallist,8,97
phallitis,9,106
phallocrypsis,13,173
phallodynia,11,117
phalloid,8,77
phalloncus,10,121
phalloplasty,12,157
phallorrhagia,13,126
phallus,7,89
Phanar,6,58
Phanariot,9,102
Phanariote,10,107
phanatron,9,107
phaneric,8,74
phanerite,9,96
Phanerocarpae,13,121
Phanerocarpous,14,170
Phanerocephala,14,123
phanerocephalous,16,177
phanerocodonic,14,140
phanerocryst,12,162
phanerocrystalline,18,215
phanerogam,10,98
Phanerogamia,12,108
phanerogamian,13,122
phanerogamic,12,110
phanerogamous,13,153
phanerogamy,11,123
phanerogenetic,14,140
phanerogenic,12,115
Phaneroglossa,13,150
phaneroglossal,14,162
phaneroglossate,15,175
phaneromania,12,115
phaneromere,11,118
phaneromerous,13,168
phaneroscope,12,135
phanerosis,10,124
phanerozoic,11,130
phanerozonate,13,158
Phanerozonia,12,142
phanic,6,51
phano,5,54
phansigar,9,93
phantascope,11,118
phantasia,9,89
Phantasiast,11,128
Phantasiastic,13,140
phantasist,10,127
phantasize,10,119
phantasm,8,92
phantasma,9,93
phantasmagoria,14,143
phantasmagorial,15,155
phantasmagorially,17,192
phantasmagorian,15,157
phantasmagoric,14,145
phantasmagorical,16,158
phantasmagorist,15,181
phantasmagory,13,158
phantasmal,10,105
phantasmalian,13,129
phantasmality,13,159
phantasmally,12,142
phantasmascope,14,151
phantasmata,11,114
Phantasmatic,12,125
phantasmatic,12,125
phantasmatical,14,138
phantasmatically,16,175
phantasmatography,17,203
phantasmic,10,104
phantasmical,12,117
phantasmically,14,154
Phantasmist,11,140
phantasmogenesis,16,185
phantasmogenetic,16,170
phantasmograph,14,157
phantasmological,16,166
phantasmology,13,166
phantast,8,99
phantasy,8,104
phantom,7,87
phantomatic,11,120
phantomic,9,99
phantomical,11,112
phantomically,13,149
Phantomist,10,135
phantomize,10,127
phantomizer,11,145
phantomland,11,118
phantomlike,11,124
phantomnation,13,160
phantomry,9,130
phantomship,11,139
phantomy,8,112
phantoplex,10,131
phantoscope,11,132
Pharaoh,7,67
Pharaonic,9,85
Pharaonical,11,98
Pharbitis,9,102
phare,5,48
Phareodus,9,107
Pharian,7,67
Pharisaean,10,92
Pharisaic,9,84
pharisaical,11,97
pharisaically,13,134
pharisaicalness,15,154
Pharisaism,10,113
Pharisaist,10,120
Pharisean,9,91
Pharisee,8,81
pharisee,8,81
Phariseeism,11,122
pharmacal,9,73
pharmaceutic,12,118
pharmaceutical,14,131
pharmaceutically,16,168
pharmaceutics,13,137
pharmaceutist,13,154
pharmacic,9,72
pharmacist,10,108
pharmacite,10,94
pharmacodiagnosis,17,172
pharmacodynamic,15,144
pharmacodynamical,17,157
pharmacodynamics,16,163
pharmacoendocrinology,21,231
pharmacognosia,14,140
pharmacognosis,14,158
pharmacognosist,15,178
pharmacognostical,17,175
pharmacognostically,19,212
pharmacognostics,16,181
pharmacognosy,13,155
pharmacography,14,150
pharmacolite,12,121
pharmacologia,13,119
pharmacologic,13,121
pharmacological,15,134
pharmacologically,17,171
pharmacologist,14,157
pharmacology,12,134
pharmacomania,13,113
pharmacomaniac,14,116
pharmacomaniacal,16,129
pharmacometer,13,136
pharmacopedia,13,110
pharmacopedic,13,112
pharmacopedics,14,131
pharmacopeia,12,106
pharmacopeial,13,118
pharmacopeian,13,120
pharmacophobia,14,126
pharmacopoeia,13,121
pharmacopoeial,14,133
pharmacopoeian,14,135
pharmacopoeist,14,159
pharmacopolist,14,166
pharmacoposia,13,135
pharmacopsychology,18,220
pharmacosiderite,16,164
pharmacotherapy,15,168
pharmacy,8,85
pharmakos,9,102
pharmic,7,68
pharmuthi,9,114
pharology,9,117
Pharomacrus,11,133
pharos,6,77
Pharsalian,10,99
pharyngal,9,102
pharyngalgia,12,119
pharyngalgic,12,121
pharyngeal,10,107
pharyngectomy,13,170
pharyngemphraxis,16,202
pharynges,9,113
pharyngic,9,101
pharyngismus,12,170
pharyngitic,11,130
pharyngitis,11,146
pharyngoamygdalitis,19,224
pharyngobranch,14,150
pharyngobranchial,17,172
pharyngobranchiate,18,185
Pharyngobranchii,16,168
pharyngocele,12,129
pharyngoceratosis,17,213
pharyngodynia,13,157
pharyngoepiglottic,18,220
pharyngoepiglottidean,21,241
pharyngoesophageal,18,193
pharyngoglossal,15,189
pharyngoglossus,15,216
pharyngognath,13,154
Pharyngognathi,14,163
pharyngognathous,16,209
pharyngographic,15,166
pharyngography,14,179
pharyngokeratosis,17,221
pharyngolaryngeal,17,199
pharyngolaryngitis,18,238
pharyngolith,12,153
pharyngological,15,163
pharyngology,12,163
pharyngomaxillary,17,219
pharyngomycosis,15,207
pharyngonasal,13,151
pharyngopalatine,16,182
pharyngopalatinus,17,217
pharyngoparalysis,17,224
pharyngopathy,13,174
pharyngoplasty,14,197
pharyngoplegia,14,154
pharyngoplegic,14,156
pharyngoplegy,13,169
pharyngopleural,15,189
Pharyngopneusta,15,200
pharyngopneustal,16,212
pharyngorhinitis,16,210
pharyngorhinoscopy,18,246
pharyngoscleroma,16,190
pharyngoscope,13,162
pharyngoscopy,13,182
pharyngospasm,13,172
pharyngotherapy,15,197
pharyngotomy,12,177
pharyngotonsillitis,19,262
pharyngotyphoid,15,201
pharyngoxerosis,15,213
pharynogotome,13,172
pharynx,7,106
Phascaceae,10,62
phascaceous,11,111
Phascogale,10,87
Phascolarctinae,15,145
Phascolarctos,13,150
phascolome,10,107
Phascolomyidae,14,146
Phascolomys,11,146
Phascolonus,11,143
Phascum,7,81
phase,5,49
phaseal,7,62
phaseless,9,104
phaselin,8,84
phasemeter,10,110
phasemy,7,87
Phaseolaceae,12,91
phaseolin,9,99
phaseolous,10,131
phaseolunatin,13,155
Phaseolus,9,116
phaseometer,11,125
phases,6,68
Phasianella,11,98
Phasianellidae,14,116
phasianic,9,80
phasianid,9,81
Phasianidae,11,87
Phasianinae,11,97
phasianine,10,96
phasianoid,10,96
Phasianus,9,108
phasic,6,56
Phasiron,8,100
phasis,6,72
phasm,5,57
phasma,6,58
phasmatid,9,91
Phasmatida,10,92
Phasmatidae,11,97
Phasmatodea,11,103
phasmatoid,10,106
Phasmatoidea,12,112
phasmatrope,11,132
phasmid,7,70
Phasmida,8,71
Phasmidae,9,76
phasmoid,8,85
phasogeneous,12,145
phasotropy,10,153
pheal,5,42
pheasant,8,84
pheasantry,10,127
pheasantwood,12,141
Phebe,5,36
Phecda,6,37
Phegopteris,11,138
Pheidole,8,74
phellandrene,12,114
phellem,7,71
Phellodendron,13,142
phelloderm,10,108
phellodermal,12,121
phellogen,9,94
phellogenetic,13,131
phellogenic,11,106
phellonic,9,94
phelloplastic,13,148
phelloplastics,14,167
phelonion,9,108
phemic,6,54
Phemie,6,56
phenacaine,10,76
phenacetin,10,95
phenaceturic,12,123
phenacite,9,81
Phenacodontidae,15,134
Phenacodus,10,106
phenacyl,8,84
phenakism,9,96
phenakistoscope,15,176
Phenalgin,9,86
phenanthrene,12,128
phenanthridine,14,145
phenanthridone,14,151
phenanthrol,11,131
phenanthroline,14,159
phenarsine,10,109
phenate,7,69
phenazine,9,98
phenazone,9,104
phene,5,48
phenegol,8,82
phenene,7,67
phenethyl,9,113
phenetidine,11,109
phenetole,9,100
phengite,8,84
phengitical,11,104
phenic,6,55
phenicate,9,81
phenicious,10,119
phenicopter,11,129
phenin,6,66
phenmiazine,11,120
phenobarbital,13,123
phenocoll,9,100
phenocopy,9,117
phenocryst,10,143
phenocrystalline,16,196
phenogenesis,12,136
phenogenetic,12,121
phenol,6,70
phenolate,9,96
phenolic,8,82
phenolization,13,164
phenolize,9,110
phenological,12,117
phenologically,14,154
phenologist,11,140
phenology,9,117
phenoloid,9,98
phenolphthalein,15,163
phenolsulphonate,16,201
phenolsulphonephthalein,23,273
phenolsulphonic,15,187
phenomena,9,91
phenomenal,10,103
phenomenalism,13,144
phenomenalist,13,151
phenomenalistic,15,163
phenomenalistically,19,213
phenomenality,13,157
phenomenalization,17,197
phenomenalize,13,143
phenomenally,12,140
phenomenic,10,102
phenomenical,12,115
phenomenism,11,131
phenomenist,11,138
phenomenistic,13,150
phenomenize,11,130
phenomenological,16,164
phenomenologically,18,201
phenomenology,13,164
phenomenon,10,119
phenoplast,10,126
phenoplastic,12,138
phenoquinone,12,153
phenosafranine,14,145
phenosal,8,90
phenospermic,12,141
phenospermy,11,154
phenothiazine,13,150
phenotype,9,124
phenotypic,10,131
phenotypical,12,144
phenotypically,14,181
phenoxazine,11,137
phenoxid,8,95
phenoxide,9,100
phenozygous,11,171
Pheny,5,68
phenyl,6,80
phenylacetaldehyde,18,173
phenylacetamide,15,141
phenylacetic,12,121
phenylalanine,13,136
phenylamide,11,112
phenylamine,11,122
phenylate,9,106
phenylation,11,139
phenylboric,11,127
phenylcarbamic,14,130
phenylcarbimide,15,144
phenylene,9,104
phenylenediamine,16,159
phenylethylene,14,174
phenylglycine,13,155
phenylglycolic,14,166
phenylglyoxylic,15,212
phenylhydrazine,15,190
phenylhydrazone,15,196
phenylic,8,92
phenylmethane,13,146
pheon,5,58
pheophyl,8,105
pheophyll,9,117
pheophytin,10,136
Pherecratean,12,114
Pherecratian,12,118
Pherecratic,11,106
Pherephatta,11,118
pheretrer,9,113
Pherkad,7,63
Pherophatta,11,128
Phersephatta,12,137
Phersephoneia,13,139
phew,4,52
phi,3,33
phial,5,46
phiale,6,51
phialful,8,85
phialide,8,64
phialine,8,74
phiallike,9,83
phialophore,11,123
phialospore,11,134
Phidiac,7,50
Phidian,7,61
Phigalian,9,77
Phil,4,45
Philadelphian,13,115
Philadelphianism,16,156
philadelphite,13,125
Philadelphus,12,131
philadelphy,11,116
philalethist,12,139
philamot,8,94
Philander,9,87
philander,9,87
philanderer,11,110
philanthid,10,101
Philanthidae,12,107
philanthrope,12,142
philanthropian,14,161
philanthropic,13,149
philanthropical,15,162
philanthropically,17,199
philanthropinism,16,201
philanthropinist,16,208
Philanthropinum,15,194
philanthropism,14,178
philanthropist,14,185
philanthropistic,16,197
philanthropize,14,177
philanthropy,12,162
Philanthus,10,128
philantomba,11,111
philarchaist,12,124
philaristocracy,15,177
philatelic,10,95
philatelical,12,108
philatelically,14,145
philatelism,11,124
philatelist,11,131
philatelistic,13,143
philately,9,108
Philathea,9,80
philathletic,12,123
philematology,13,158
Philepitta,10,116
Philepittidae,13,134
Philesia,8,79
Philetaerus,11,134
philharmonic,12,126
philhellene,11,106
philhellenic,12,113
philhellenism,13,142
philhellenist,13,149
philhippic,10,106
philhymnic,10,117
philiater,9,98
Philip,6,70
Philippa,8,87
Philippan,9,101
Philippe,8,91
Philippian,10,110
Philippic,9,98
philippicize,12,138
Philippine,10,114
Philippines,11,133
Philippism,10,127
Philippist,10,134
Philippistic,12,146
Philippizate,12,147
philippize,10,126
philippizer,11,144
philippus,9,126
Philistia,9,103
Philistian,10,117
Philistine,10,121
Philistinely,12,158
Philistinian,12,140
Philistinic,11,128
Philistinish,12,152
Philistinism,12,157
Philistinize,12,156
Phill,5,57
philliloo,9,108
Phillip,7,82
phillipsine,11,129
phillipsite,11,135
Phillis,7,85
Phillyrea,9,106
phillyrin,9,123
philobiblian,12,109
philobiblic,11,97
philobiblical,13,110
philobiblist,12,133
philobotanic,12,124
philobotanist,13,160
philobrutish,12,157
philocalic,10,88
philocalist,11,124
philocaly,9,101
philocathartic,14,143
philocatholic,13,131
philocomal,10,104
Philoctetes,11,132
philocubist,11,134
philocynic,10,114
philocynical,12,127
philocynicism,13,155
philocyny,9,127
philodemic,10,94
Philodendron,12,134
philodespot,11,139
philodestructiveness,20,263
Philodina,9,88
Philodinidae,12,106
philodox,8,103
philodoxer,10,126
philodoxical,12,128
philodramatic,13,129
philodramatist,14,165
philofelist,11,131
philofelon,10,112
philogarlic,11,110
philogastric,12,137
philogeant,10,107
philogenitive,13,151
philogenitiveness,17,208
philograph,10,110
philographic,12,122
philogynaecic,13,127
philogynist,11,154
philogynous,11,161
philogyny,9,131
Philohela,9,86
philohellenian,14,140
philokleptic,12,136
philoleucosis,13,163
philologaster,13,157
philologastry,13,177
philologer,10,117
philologian,11,118
philologic,10,106
philological,12,119
philologically,14,156
philologist,11,142
philologistic,13,154
philologize,11,134
philologue,10,120
philology,9,119
Philomachus,11,125
philomath,9,102
philomathematic,15,153
philomathematical,17,166
philomathic,11,114
philomathical,13,127
philomathy,10,127
philomel,8,90
Philomela,9,91
philomelanist,13,153
philomuse,9,118
philomusical,12,138
philomystic,11,149
philonatural,12,147
philoneism,10,120
Philonian,9,98
Philonic,8,86
Philonism,9,115
Philonist,9,122
philonium,9,117
philonoist,10,137
philopagan,10,99
philopater,10,120
philopatrian,12,139
philopena,9,96
philophilosophos,16,212
philopig,8,92
philoplutonic,13,170
philopoet,9,116
philopogon,10,127
philopolemic,12,133
philopolemical,14,146
philopornist,12,171
philoprogeneity,15,194
philoprogenitive,16,200
philoprogenitiveness,20,257
philopterid,11,132
Philopteridae,13,138
philopublican,13,138
philoradical,12,108
philorchidaceous,16,166
philornithic,12,141
philorthodox,12,164
philosoph,9,118
philosophaster,14,181
philosophastering,17,211
philosophastry,14,201
philosophedom,13,155
philosopheme,12,141
philosopher,11,141
philosopheress,14,184
philosophership,15,193
philosophic,11,130
philosophical,13,143
philosophically,15,180
philosophicalness,17,200
philosophicide,14,148
philosophicohistorical,22,259
philosophicojuristic,20,254
philosophicolegal,17,182
philosophicoreligious,21,260
philosophicotheological,23,252
philosophism,12,159
philosophist,12,166
philosophister,14,189
philosophistic,14,178
philosophistical,16,191
philosophization,16,212
philosophize,12,158
philosophizer,13,176
philosophling,13,160
philosophobia,13,145
philosophocracy,15,183
philosophuncule,15,194
philosophunculist,17,237
philosophy,10,143
philotadpole,12,133
philotechnic,12,122
philotechnical,14,135
philotechnist,13,158
philothaumaturgic,17,202
philotheism,11,134
philotheist,11,141
philotheistic,13,153
philotheosophical,17,191
philotherian,12,135
philotherianism,15,176
Philotria,9,108
Philoxenian,11,127
philoxygenous,13,190
philozoic,9,113
philozoist,10,149
philozoonist,12,178
philter,7,88
philterer,9,111
philterproof,12,158
philtra,7,84
philtrum,8,117
Philydraceae,12,107
philydraceous,13,156
Philyra,7,89
phimosed,8,89
phimosis,8,108
phimotic,8,93
Phineas,7,72
Phiomia,7,71
Phiroze,7,97
phit,4,53
phiz,4,59
phizes,6,83
phizog,6,81
phlebalgia,10,73
phlebangioma,12,103
phlebarteriectasia,18,172
phlebarteriodialysis,20,227
phlebectasia,12,101
phlebectasis,12,119
phlebectasy,11,116
phlebectomy,11,124
phlebectopia,12,112
phlebectopy,11,127
phlebemphraxis,14,156
phlebenteric,12,117
phlebenterism,13,146
phlebitic,9,84
phlebitis,9,100
Phlebodium,10,105
phlebogram,10,97
phlebograph,11,108
phlebographical,15,133
phlebography,12,133
phleboid,8,71
phleboidal,10,84
phlebolite,10,104
phlebolith,10,107
phlebolithiasis,15,164
phlebolithic,12,119
phlebolitic,11,111
phlebological,13,117
phlebology,10,117
phlebometritis,14,171
phlebopexy,10,128
phleboplasty,12,151
phleborrhage,12,115
phleborrhagia,13,120
phleborrhaphy,13,152
phleborrhexis,13,159
phlebosclerosis,15,177
phlebosclerotic,15,162
phlebostasia,12,127
phlebostasis,12,145
phlebostenosis,14,178
phlebostrepsis,14,183
phlebothrombosis,16,196
phlebotome,10,111
phlebotomic,11,118
phlebotomical,13,131
phlebotomically,15,168
phlebotomist,12,154
phlebotomization,16,200
phlebotomize,12,146
Phlebotomus,11,146
phlebotomus,11,146
phlebotomy,10,131
Phlegethon,10,110
Phlegethontal,13,143
Phlegethontic,13,142
phlegm,6,61
phlegma,7,62
phlegmagogue,12,117
phlegmasia,10,91
phlegmatic,10,94
phlegmatical,12,107
phlegmatically,14,144
phlegmaticalness,16,164
phlegmaticly,12,131
phlegmaticness,14,151
phlegmatism,11,123
phlegmatist,11,130
phlegmatous,11,137
phlegmless,10,116
phlegmon,8,90
phlegmonic,10,102
phlegmonoid,11,118
phlegmonous,11,145
phlegmy,7,86
Phleum,6,75
phlobaphene,11,102
phlobatannin,12,126
phloem,6,69
phloeophagous,13,158
phloeoterma,11,128
phlogisma,9,100
phlogistian,11,130
phlogistic,10,118
phlogistical,12,131
phlogisticate,13,144
phlogistication,15,177
phlogiston,10,135
phlogistonism,13,176
phlogistonist,13,183
phlogogenetic,13,136
phlogogenic,11,111
phlogogenous,12,154
phlogopite,10,123
phlogosed,9,101
Phlomis,7,92
phloretic,9,106
phloroglucic,12,139
phloroglucin,12,150
phlorone,8,103
phloxin,7,98
pho,3,39
phobiac,7,54
phobic,6,53
phobism,7,82
phobist,7,89
phobophobia,11,107
Phobos,6,75
phoby,5,66
phoca,5,43
phocacean,9,66
phocaceous,10,106
Phocaean,8,63
Phocaena,8,63
Phocaenina,10,86
phocaenine,10,90
phocal,6,55
Phocean,7,62
phocenate,9,87
phocenic,8,73
phocenin,8,84
Phocian,7,66
phocid,6,55
Phocidae,8,61
phociform,9,103
Phocinae,8,71
phocine,7,70
phocodont,9,110
Phocodontia,11,120
phocodontic,11,122
Phocoena,8,77
phocoid,7,70
phocomelia,10,97
phocomelous,11,142
phocomelus,10,127
Phoebe,6,51
phoebe,6,51
Phoebean,8,66
Phoenicaceae,12,85
phoenicaceous,13,134
Phoenicales,11,107
phoenicean,10,90
Phoenician,10,94
Phoenicianism,13,135
Phoenicid,9,83
phoenicite,10,104
Phoenicize,10,110
phoenicochroite,15,163
Phoenicopteridae,16,163
Phoenicopteriformes,19,229
phoenicopteroid,15,172
Phoenicopteroideae,18,183
phoenicopterous,15,199
Phoenicopterus,14,184
Phoeniculidae,13,122
Phoeniculus,11,143
phoenicurous,12,164
phoenigm,8,87
Phoenix,7,91
phoenix,7,91
phoenixity,10,145
phoenixlike,11,128
phoh,4,47
pholad,6,56
Pholadacea,10,66
pholadian,9,80
pholadid,8,69
Pholadidae,10,75
Pholadinea,10,85
pholadoid,9,84
Pholas,6,71
pholcid,7,67
Pholcidae,9,73
pholcoid,8,82
Pholcus,7,94
pholido,7,79
pholidolite,11,125
pholidosis,10,126
Pholidota,9,100
pholidote,9,104
Pholiota,8,96
Phoma,5,53
Phomopsis,9,130
phon,4,53
phonal,6,66
phonasthenia,12,130
phonate,7,79
phonation,9,112
phonatory,9,132
phonautogram,12,149
phonautograph,13,160
phonautographic,15,172
phonautographically,19,222
phone,5,58
phoneidoscope,13,144
phoneidoscopic,14,151
Phonelescope,12,133
phoneme,7,76
phonemic,8,83
phonemics,9,102
phonendoscope,13,149
phonesis,8,105
phonestheme,11,128
phonetic,8,90
phonetical,10,103
phonetically,12,140
phonetician,11,114
phoneticism,11,131
phoneticist,11,138
phoneticization,15,184
phoneticize,11,130
phoneticogrammatical,20,203
phoneticohieroglyphic,21,240
phonetics,9,109
phonetism,9,119
phonetist,9,126
phonetization,13,172
phonetize,9,118
phoniatrics,11,132
phoniatry,9,126
phonic,6,65
phonics,7,84
phonikon,8,102
phonism,7,94
phono,5,68
phonocamptic,12,133
phonocinematograph,18,198
phonodeik,9,97
phonodynamograph,16,190
phonoglyph,10,136
phonogram,9,107
phonogramic,11,119
phonogramically,15,169
phonogrammatic,14,153
phonogrammatical,16,166
phonogrammic,12,132
phonogrammically,16,182
phonograph,10,118
phonographer,12,141
phonographic,12,130
phonographical,14,143
phonographically,16,180
phonographist,13,166
phonography,11,143
phonolite,9,114
phonolitic,10,121
phonologer,10,125
phonologic,10,114
phonological,12,127
phonologically,14,164
phonologist,11,150
phonology,9,127
phonometer,10,129
phonometric,11,136
phonometry,10,149
phonomimic,10,115
phonomotor,10,149
phonopathy,10,138
phonophile,10,118
phonophobia,11,119
phonophone,10,126
phonophore,10,130
phonophoric,11,137
phonophorous,12,180
phonophote,10,132
phonophotography,16,217
phonophotoscope,15,200
